1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3428
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3460
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0531,0.0001,0.0032,1.3438
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0521,0.0001,0.0032,1.3454
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0528,0.0001,0.0032,1.3434
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2904,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3431
1.0000,0.0000,0.2930,0.0001,0.0001,0.0000,0.0525,0.0001,0.0032,1.3457
